quantity_available,manufacturer,unit_price,product_status,product_url,standard_pricing,manufacturer_product_number,datasheet_url,Contact Type,Pitch - Mating,Number of Positions,Number of Rows,Mounting Type,Contact Length - Mating,Contact Length - Post,Insulation Height,Current Rating (Amps),Voltage Rating
7049,Samtec Inc.,1.24,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-103-01-S-DV-P-TR/2685558,150 in Tape & Reel (TR) for 177.21  750 in Tape & Reel (TR) for 642.9  1050 in Tape & Reel (TR) for 816.795  7500 in Tape & Reel (TR) for 5075.25  15000 in Tape & Reel (TR) for 7795.5  1 in Cut Tape (CT) for 1.24  1 in Digi-Reel® for 1.24 ,TSM-103-01-S-DV-P-TR,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",6,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
4783,Amphenol ICC (FCI),1.25,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/95278-101A16LF/1486797,300 in Tape & Reel (TR) for 249.609  600 in Tape & Reel (TR) for 475.38  900 in Tape & Reel (TR) for 692.946  1500 in Tape & Reel (TR) for 1114.035  2100 in Tape & Reel (TR) for 1523.067  3000 in Tape & Reel (TR) for 2121.75  7500 in Tape & Reel (TR) for 4972.575  15000 in Tape & Reel (TR) for 9471.0  1 in Cut Tape (CT) for 1.25  10 in Cut Tape (CT) for 10.58  100 in Cut Tape (CT) for 89.92  1 in Digi-Reel® for 1.25  10 in Digi-Reel® for 10.58  100 in Digi-Reel® for 89.92 ,95278-101A16LF,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6257/bwb_bergstik.pdf,Male Pin,"0.100"" (2.54mm)",16,2,Surface Mount,"0.232"" (5.90mm)",-,"0.100"" (2.54mm)",3A per Contact,-
2116,Würth Elektronik,1.26,Active,https://www.digikey.com/en/products/detail/würth-elektronik/61302021121/4846862,1 in Bulk for 1.26  10 in Bulk for 10.7  25 in Bulk for 22.3  50 in Bulk for 37.13  100 in Bulk for 67.59  500 in Bulk for 308.75 ,61302021121,https://www.we-online.com/katalog/datasheet/6130xx21121.pdf,Male Pin,"0.100"" (2.54mm)",20,2,Through Hole,"0.236"" (6.00mm)","0.118"" (3.00mm)","0.100"" (2.54mm)",3A,250V
3472,Samtec Inc.,1.3,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-105-01-T-DV-P-TR/2685629,150 in Tape & Reel (TR) for 185.3295  300 in Tape & Reel (TR) for 300.09  750 in Tape & Reel (TR) for 668.85  1050 in Tape & Reel (TR) for 705.285  3750 in Tape & Reel (TR) for 2203.875  7500 in Tape & Reel (TR) for 3537.0  15000 in Tape & Reel (TR) for 6121.2  1 in Cut Tape (CT) for 1.3  1 in Digi-Reel® for 1.3 ,TSM-105-01-T-DV-P-TR,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",10,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
3434,Amphenol ICC (FCI),1.34,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/95278-101A10LF/1535953,300 in Tape & Reel (TR) for 269.16  600 in Tape & Reel (TR) for 512.61  900 in Tape & Reel (TR) for 747.234  1500 in Tape & Reel (TR) for 1201.29  2100 in Tape & Reel (TR) for 1642.368  3000 in Tape & Reel (TR) for 2287.95  7500 in Tape & Reel (TR) for 5362.05  1 in Cut Tape (CT) for 1.34  10 in Cut Tape (CT) for 11.41  100 in Cut Tape (CT) for 96.96  1 in Digi-Reel® for 1.34  10 in Digi-Reel® for 11.41  100 in Digi-Reel® for 96.96 ,95278-101A10LF,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6257/bwb_bergstik.pdf,Male Pin,"0.100"" (2.54mm)",10,2,Surface Mount,"0.232"" (5.90mm)",-,"0.100"" (2.54mm)",3A per Contact,-
11196,Sullins Connector Solutions,1.35,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PRPC040DFAN-RC/2775374,1 in Bulk for 1.35  10 in Bulk for 11.44  100 in Bulk for 97.2  500 in Bulk for 433.78  1000 in Bulk for 826.14  5000 in Bulk for 3815.5 ,PRPC040DFAN-RC,https://drawings-pdf.s3.amazonaws.com/11636.pdf,Male Pin,"0.100"" (2.54mm)",80,2,Through Hole,"0.318"" (8.08mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A per Contact,-
4783,Samtec Inc.,1.48,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-104-01-S-DV-P-TR/6561704,200 in Tape & Reel (TR) for 247.32  600 in Tape & Reel (TR) for 613.98  1000 in Tape & Reel (TR) for 945.7  5000 in Tape & Reel (TR) for 3152.0  10000 in Tape & Reel (TR) for 6077.5  1 in Cut Tape (CT) for 1.48  100 in Cut Tape (CT) for 132.19  1 in Digi-Reel® for 1.48  100 in Digi-Reel® for 132.19 ,TSM-104-01-S-DV-P-TR,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",8,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
quantity_available,manufacturer,unit_price,product_status,product_url,standard_pricing,manufacturer_product_number,datasheet_url,Contact Type,Pitch - Mating,Number of Positions,Number of Rows,Mounting Type,Contact Length - Mating,Contact Length - Post,Insulation Height,Current Rating (Amps),Voltage Rating
18641,Molex,1.55,Active,https://www.digikey.com/en/products/detail/molex/0015916060/3124494,500 in Tape & Reel (TR) for 500.21  1000 in Tape & Reel (TR) for 952.66  1500 in Tape & Reel (TR) for 1388.7  2500 in Tape & Reel (TR) for 2232.6  3500 in Tape & Reel (TR) for 3052.35  5000 in Tape & Reel (TR) for 4252.25  12500 in Tape & Reel (TR) for 9965.75  1 in Cut Tape (CT) for 1.55  10 in Cut Tape (CT) for 13.19  100 in Cut Tape (CT) for 112.08  1 in Digi-Reel® for 1.55  10 in Digi-Reel® for 13.19  100 in Digi-Reel® for 112.08 ,0015916060,https://www.molex.com/content/dam/molex/molex-dot-com/products/automated/en-us/productspecificationpdf/713/71308/PS-71308-001.pdf?inline,Male Pin,"0.100"" (2.54mm)",6,2,Surface Mount,"0.240"" (6.10mm)",-,"0.090"" (2.29mm)",-,-
10325,TE Connectivity AMP Connectors,1.56,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/5-146131-3/5009669,1 in Bulk for 1.56  53 in Bulk for 62.3598  106 in Bulk for 118.76028  530 in Bulk for 530.0  1007 in Bulk for 962.41004  5035 in Bulk for 4614.62785 ,5-146131-3,https://www.te.com/usa-en/product-5-146131-3.datasheet.pdf,Male Pin,"0.100"" (2.54mm)",8,2,Surface Mount,"0.320"" (8.13mm)",-,"0.090"" (2.29mm)",3A,30VAC
1164,Sullins Connector Solutions,1.58,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PRPC040DFBN-RC/2775454,1 in Bulk for 1.58  10 in Bulk for 13.4  100 in Bulk for 113.87  500 in Bulk for 508.2  1000 in Bulk for 967.89  5000 in Bulk for 4537.0 ,PRPC040DFBN-RC,https://drawings-pdf.s3.amazonaws.com/11636.pdf,Male Pin,"0.100"" (2.54mm)",80,2,Through Hole,"0.318"" (8.08mm)","0.220"" (5.58mm)","0.098"" (2.50mm)",3A per Contact,-
9882,Molex,1.63,Active,https://www.digikey.com/en/products/detail/molex/0878980454/4554964,440 in Tape & Reel (TR) for 476.9116  880 in Tape & Reel (TR) for 908.292  1320 in Tape & Reel (TR) for 1324.026  2200 in Tape & Reel (TR) for 2128.61  3080 in Tape & Reel (TR) for 2910.1688  4400 in Tape & Reel (TR) for 4054.16  11000 in Tape & Reel (TR) for 9501.58  1 in Cut Tape (CT) for 1.63  10 in Cut Tape (CT) for 13.83  100 in Cut Tape (CT) for 117.53  1 in Digi-Reel® for 1.63  10 in Digi-Reel® for 13.83  100 in Digi-Reel® for 117.53 ,0878980454,https://www.molex.com/pdm_docs/sd/878980454_sd.pdf,Male Pin,"0.100"" (2.54mm)",4,1,Surface Mount,"0.230"" (5.84mm)",-,"0.098"" (2.50mm)",-,-
7328,Molex,1.65,Active,https://www.digikey.com/en/products/detail/molex/0901310763/760853,1 in Tray for 1.65  10 in Tray for 14.0  100 in Tray for 118.94  800 in Tray for 821.624  1600 in Tray for 1564.816  5600 in Tray for 5013.848  10400 in Tray for 8914.048 ,0901310763,https://www.molex.com/en-us/products/part-detail/901310763?display=pdf,Male Pin,"0.100"" (2.54mm)",6,2,Through Hole,"0.266"" (6.75mm)","0.114"" (2.90mm)","0.098"" (2.50mm)",-,-
7022,Samtec Inc.,1.68,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-105-01-L-DV-P-TR/5629376,150 in Tape & Reel (TR) for 218.1495  300 in Tape & Reel (TR) for 396.87  750 in Tape & Reel (TR) for 844.35  1050 in Tape & Reel (TR) for 928.095  3750 in Tape & Reel (TR) for 2904.75  7500 in Tape & Reel (TR) for 4650.0  15000 in Tape & Reel (TR) for 7917.0  1 in Cut Tape (CT) for 1.68  1 in Digi-Reel® for 1.68 ,TSM-105-01-L-DV-P-TR,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",10,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
7342,Molex,1.78,Active,https://www.digikey.com/en/products/detail/molex/0878980314/4554963,320 in Tape & Reel (TR) for 378.6496  640 in Tape & Reel (TR) for 721.1392  960 in Tape & Reel (TR) for 1051.2  1600 in Tape & Reel (TR) for 1689.984  2240 in Tape & Reel (TR) for 2310.5152  3200 in Tape & Reel (TR) for 3218.784  8000 in Tape & Reel (TR) for 7543.6  1 in Cut Tape (CT) for 1.78  10 in Cut Tape (CT) for 15.12  100 in Cut Tape (CT) for 128.46  1 in Digi-Reel® for 1.78  10 in Digi-Reel® for 15.12  100 in Digi-Reel® for 128.46 ,0878980314,https://www.molex.com/en-us/products/part-detail/878980314?display=pdf,Male Pin,"0.100"" (2.54mm)",3,1,Surface Mount,"0.230"" (5.84mm)",-,"0.098"" (2.50mm)",-,-
4019,Würth Elektronik,1.81,Active,https://www.digikey.com/en/products/detail/würth-elektronik/61304021121/4846886,1 in Bulk for 1.81  10 in Bulk for 15.37  25 in Bulk for 32.02  50 in Bulk for 53.42  100 in Bulk for 97.02  500 in Bulk for 443.12 ,61304021121,https://www.we-online.com/katalog/datasheet/6130xx21121.pdf,Male Pin,"0.100"" (2.54mm)",40,2,Through Hole,"0.236"" (6.00mm)","0.118"" (3.00mm)","0.100"" (2.54mm)",3A,250V
203,Amphenol ICC (FCI),1.82,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/67997-110HLF/1493544,1 in Bag for 1.82  10 in Bag for 15.44  400 in Bag for 475.952  800 in Bag for 906.464  1200 in Bag for 1321.344  5200 in Bag for 5163.444  10000 in Bag for 9482.4 ,67997-110HLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_bergstik.pdf,Male Pin,"0.100"" (2.54mm)",10,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,-
1506,Würth Elektronik,1.84,Active,https://www.digikey.com/en/products/detail/würth-elektronik/61030621121/4846899,300 in Tape & Reel (TR) for 242.619  1 in Cut Tape (CT) for 1.84  10 in Cut Tape (CT) for 15.59  25 in Cut Tape (CT) for 32.5  50 in Cut Tape (CT) for 54.2  100 in Cut Tape (CT) for 98.99  1 in Digi-Reel® for 1.84  10 in Digi-Reel® for 15.59  25 in Digi-Reel® for 32.5  50 in Digi-Reel® for 54.2  100 in Digi-Reel® for 98.99 ,61030621121,https://www.we-online.com/katalog/datasheet/6103xx21121.pdf,Male Pin,"0.100"" (2.54mm)",6,2,Surface Mount,"0.236"" (6.00mm)",-,"0.100"" (2.54mm)",3A,250V
11565,Molex,1.87,Active,https://www.digikey.com/en/products/detail/molex/0015916102/2421395,500 in Tape & Reel (TR) for 625.03  1000 in Tape & Reel (TR) for 1190.4  1500 in Tape & Reel (TR) for 1735.245  2500 in Tape & Reel (TR) for 2789.775  3500 in Tape & Reel (TR) for 3814.125  5000 in Tape & Reel (TR) for 5313.45  1 in Cut Tape (CT) for 1.87  10 in Cut Tape (CT) for 15.9  100 in Cut Tape (CT) for 135.12  1 in Digi-Reel® for 1.87  10 in Digi-Reel® for 15.9  100 in Digi-Reel® for 135.12 ,0015916102,https://www.molex.com/en-us/products/part-detail/15916102?display=pdf,Male Pin,"0.100"" (2.54mm)",10,2,Surface Mount,"0.240"" (6.10mm)",-,"0.090"" (2.29mm)",-,-
3072,Samtec Inc.,1.91,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-105-01-S-DV/2685616,1 in Tube for 1.91  75 in Tube for 125.67  250 in Tube for 375.9  750 in Tube for 959.52  2500 in Tube for 2452.15  7500 in Tube for 6739.2  15000 in Tube for 12923.85 ,TSM-105-01-S-DV,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",10,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
4370,Molex,2.02,Active,https://www.digikey.com/en/products/detail/molex/0015916062/3044234,500 in Tape & Reel (TR) for 757.0  1000 in Tape & Reel (TR) for 1441.76  1500 in Tape & Reel (TR) for 2101.68  2500 in Tape & Reel (TR) for 3378.9  3500 in Tape & Reel (TR) for 4619.545  5000 in Tape & Reel (TR) for 6435.5  1 in Cut Tape (CT) for 2.02  10 in Cut Tape (CT) for 17.17  100 in Cut Tape (CT) for 145.94  1 in Digi-Reel® for 2.02  10 in Digi-Reel® for 17.17  100 in Digi-Reel® for 145.94 ,0015916062,https://www.molex.com/content/dam/molex/molex-dot-com/products/automated/en-us/productspecificationpdf/713/71308/PS-71308-001.pdf?inline,Male Pin,"0.100"" (2.54mm)",6,2,Surface Mount,"0.240"" (6.10mm)",-,"0.090"" (2.29mm)",-,-
16853,Sullins Connector Solutions,2.07,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PEC36DAAN/819582,1 in Bulk for 2.07  50 in Bulk for 78.49  100 in Bulk for 149.49  500 in Bulk for 667.16  1000 in Bulk for 1270.65  5000 in Bulk for 6110.0 ,PEC36DAAN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,-
2964,Sullins Connector Solutions,2.08,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PRPC040DBAN-M71RC/2775654,1 in Bulk for 2.08  10 in Bulk for 17.69  100 in Bulk for 150.36  500 in Bulk for 671.05  1000 in Bulk for 1278.06  5000 in Bulk for 6149.0 ,PRPC040DBAN-M71RC,https://drawings-pdf.s3.amazonaws.com/11639.pdf,Male Pin,"0.100"" (2.54mm)",80,2,"Through Hole, Right Angle","0.230"" (5.84mm)","0.120"" (3.05mm)","0.197"" (5.00mm)",3A per Contact,-
3435,Molex,2.12,Active,https://www.digikey.com/en/products/detail/molex/0878980654/3264911,440 in Tape & Reel (TR) for 607.9612  880 in Tape & Reel (TR) for 1157.8864  1320 in Tape & Reel (TR) for 1687.8708  2200 in Tape & Reel (TR) for 2713.612  3080 in Tape & Reel (TR) for 3709.9832  4400 in Tape & Reel (TR) for 5168.372  1 in Cut Tape (CT) for 2.12  10 in Cut Tape (CT) for 18.05  100 in Cut Tape (CT) for 153.41  1 in Digi-Reel® for 2.12  10 in Digi-Reel® for 18.05  100 in Digi-Reel® for 153.41 ,0878980654,https://www.molex.com/en-us/products/part-detail/878980654?display=pdf,Male Pin,"0.100"" (2.54mm)",6,1,Surface Mount,"0.230"" (5.84mm)",-,"0.098"" (2.50mm)",-,-
26148,Molex,2.21,Active,https://www.digikey.com/en/products/detail/molex/0015916080/3044235,330 in Tape & Reel (TR) for 483.8988  660 in Tape & Reel (TR) for 921.5976  990 in Tape & Reel (TR) for 1343.4201  1650 in Tape & Reel (TR) for 2159.817  2310 in Tape & Reel (TR) for 2952.8499  3300 in Tape & Reel (TR) for 4113.582  8250 in Tape & Reel (TR) for 9640.95  1 in Cut Tape (CT) for 2.21  10 in Cut Tape (CT) for 18.77  100 in Cut Tape (CT) for 159.53  1 in Digi-Reel® for 2.21  10 in Digi-Reel® for 18.77  100 in Digi-Reel® for 159.53 ,0015916080,https://www.molex.com/content/dam/molex/molex-dot-com/products/automated/en-us/productspecificationpdf/713/71308/PS-71308-001.pdf?inline,Male Pin,"0.100"" (2.54mm)",8,2,Surface Mount,"0.240"" (6.10mm)",-,"0.090"" (2.29mm)",-,-
5763,Molex,2.23,Active,https://www.digikey.com/en/products/detail/molex/0015916142/3124543,330 in Tape & Reel (TR) for 487.6113  660 in Tape & Reel (TR) for 928.6794  990 in Tape & Reel (TR) for 1353.7458  1650 in Tape & Reel (TR) for 2176.3995  2310 in Tape & Reel (TR) for 2975.511  3300 in Tape & Reel (TR) for 4145.196  8250 in Tape & Reel (TR) for 9715.035  1 in Cut Tape (CT) for 2.23  10 in Cut Tape (CT) for 18.92  100 in Cut Tape (CT) for 160.76  1 in Digi-Reel® for 2.23  10 in Digi-Reel® for 18.92  100 in Digi-Reel® for 160.76 ,0015916142,https://www.molex.com/content/dam/molex/molex-dot-com/products/automated/en-us/productspecificationpdf/713/71308/PS-71308-001.pdf?inline,Male Pin,"0.100"" (2.54mm)",14,2,Surface Mount,"0.240"" (6.10mm)",-,"0.090"" (2.29mm)",-,-
2312,TE Connectivity AMP Connectors,2.26,Active,https://www.digikey.com/en/products/detail/te-connectivity/87227-1/298250,1 in Bulk for 2.26  10 in Bulk for 19.16  100 in Bulk for 162.86  520 in Bulk for 753.8388  1040 in Bulk for 1435.7512  5200 in Bulk for 6408.636 ,87227-1,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=87227&DocType=Customer+Drawing&DocLang=English,Male Pin,-,2,2,Through Hole,"0.318"" (8.08mm)","0.125"" (3.18mm)","0.090"" (2.29mm)",3A,-
12395,Molex,2.28,Active,https://www.digikey.com/en/products/detail/molex/0015916082/3124508,500 in Tape & Reel (TR) for 735.61  1000 in Tape & Reel (TR) for 1401.01  1500 in Tape & Reel (TR) for 2042.28  2500 in Tape & Reel (TR) for 3283.375  3500 in Tape & Reel (TR) for 4488.995  5000 in Tape & Reel (TR) for 6253.65  1 in Cut Tape (CT) for 2.28  10 in Cut Tape (CT) for 19.4  100 in Cut Tape (CT) for 164.82  1 in Digi-Reel® for 2.28  10 in Digi-Reel® for 19.4  100 in Digi-Reel® for 164.82 ,0015916082,https://www.molex.com/content/dam/molex/molex-dot-com/products/automated/en-us/productspecificationpdf/713/71308/PS-71308-001.pdf?inline,Male Pin,"0.100"" (2.54mm)",8,2,Surface Mount,"0.240"" (6.10mm)",-,"0.090"" (2.29mm)",-,-
10870,Samtec Inc.,2.34,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-105-01-S-DV-P-TR/2685621,150 in Tape & Reel (TR) for 303.1995  300 in Tape & Reel (TR) for 551.61  750 in Tape & Reel (TR) for 1173.45  1050 in Tape & Reel (TR) for 1289.925  3750 in Tape & Reel (TR) for 4037.25  7500 in Tape & Reel (TR) for 6462.75  1 in Cut Tape (CT) for 2.34  1 in Digi-Reel® for 2.34 ,TSM-105-01-S-DV-P-TR,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",10,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
2339,Molex,2.43,Active,https://www.digikey.com/en/products/detail/molex/0901310765/760855,1 in Bulk for 2.43  10 in Bulk for 20.68  100 in Bulk for 175.76  500 in Bulk for 784.44  1000 in Bulk for 1494.02  5000 in Bulk for 6668.8 ,0901310765,https://www.molex.com/pdm_docs/sd/901310765_sd.pdf,Male Pin,"0.100"" (2.54mm)",10,2,Through Hole,"0.266"" (6.75mm)","0.114"" (2.90mm)","0.098"" (2.50mm)",-,-
3037,Samtec Inc.,2.49,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-110-01-L-DV/2345213,1 in Tube for 2.49  50 in Tube for 114.83  100 in Tube for 203.15  500 in Tube for 902.88  1500 in Tube for 1947.255  5000 in Tube for 5478.6 ,TSM-110-01-L-DV,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",20,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
850,Sullins Connector Solutions,2.51,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PEC36DFAN/860877,1 in Bulk for 2.51  50 in Bulk for 95.13  100 in Bulk for 181.18  500 in Bulk for 808.61  1000 in Bulk for 1540.05  5000 in Bulk for 7540.0 ,PEC36DFAN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.318"" (8.08mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,-
1072,TE Connectivity AMP Connectors,2.61,Active,https://www.digikey.com/en/products/detail/te-connectivity/87227-2/298251,1 in Bulk for 2.61  10 in Bulk for 22.19  100 in Bulk for 188.58  500 in Bulk for 841.63  1000 in Bulk for 1602.94  5000 in Bulk for 7155.05 ,87227-2,https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=87227&DocType=Customer+Drawing&DocLang=English,Male Pin,"0.100"" (2.54mm)",4,2,Through Hole,"0.318"" (8.08mm)","0.125"" (3.18mm)","0.090"" (2.29mm)",3A,-
2012,Samtec Inc.,2.69,Active,https://www.digikey.com/en/products/detail/samtec-inc/FTR-110-51-S-D-06/2651176,1 in Tube for 2.69  10 in Tube for 22.84  100 in Tube for 194.1  500 in Tube for 866.28  1000 in Tube for 1649.9  5000 in Tube for 7988.8 ,FTR-110-51-S-D-06,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6209/ftr-1xx-xx-xx-d-xx-x-xx-mkt.pdf,Male Pin,"0.050"" (1.27mm)",20,2,Surface Mount,"0.190"" (4.83mm)",-,"0.100"" (2.54mm)",3.1A per Contact,-
11269,3M,2.7,Active,https://www.digikey.com/en/products/detail/3m/961136-6404-AR/2071498,1 in Bulk for 2.7  10 in Bulk for 22.9  100 in Bulk for 194.65  800 in Bulk for 1344.64  1600 in Bulk for 2561.008  5600 in Bulk for 8205.96 ,961136-6404-AR,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/587/961_2.54mm_StraightSolderTail_DS.pdf,Male Pin,"0.100"" (2.54mm)",36,1,Through Hole,"0.217"" (5.50mm)","0.130"" (3.30mm)","0.098"" (2.50mm)",2A,-
9106,Samtec Inc.,2.75,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-110-01-L-DV-P-TR/6561707,150 in Tape & Reel (TR) for 356.13  300 in Tape & Reel (TR) for 647.91  750 in Tape & Reel (TR) for 1378.35  1050 in Tape & Reel (TR) for 1515.15  3750 in Tape & Reel (TR) for 4741.875  7500 in Tape & Reel (TR) for 7590.75  1 in Cut Tape (CT) for 2.75  1 in Digi-Reel® for 2.75 ,TSM-110-01-L-DV-P-TR,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",20,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
1896,Würth Elektronik,2.76,Active,https://www.digikey.com/en/products/detail/würth-elektronik/61308021121/4846890,1 in Bulk for 2.76  10 in Bulk for 23.39  25 in Bulk for 48.74  50 in Bulk for 81.23  100 in Bulk for 147.69  400 in Bulk for 539.5 ,61308021121,https://www.we-online.com/katalog/datasheet/6130xx21121.pdf,Male Pin,"0.100"" (2.54mm)",80,2,Through Hole,"0.236"" (6.00mm)","0.118"" (3.00mm)","0.100"" (2.54mm)",3A,250V
2086,Molex,2.77,Active,https://www.digikey.com/en/products/detail/molex/0015913140/3124268,1 in Tube for 2.77  90 in Tube for 181.0899  180 in Tube for 344.88  540 in Tube for 957.4578  1080 in Tube for 1823.5692  5040 in Tube for 7634.34 ,0015913140,https://www.molex.com/pdm_docs/sd/015913140_sd.pdf,Male Pin,"0.100"" (2.54mm)",14,2,Surface Mount,"0.240"" (6.10mm)",-,"0.090"" (2.29mm)",-,-
3758,Sullins Connector Solutions,2.92,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PEC36DABN/860626,1 in Bulk for 2.92  50 in Bulk for 110.76  100 in Bulk for 210.94  500 in Bulk for 941.48  1000 in Bulk for 1793.12  5000 in Bulk for 8905.0 ,PEC36DABN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,"0.100"" (2.54mm)",72,2,Through Hole,"0.230"" (5.84mm)","0.230"" (5.84mm)","0.100"" (2.54mm)",3A,-
1503,Sullins Connector Solutions,2.94,Active,https://www.digikey.com/en/products/detail/sullins-connector-solutions/PEC36DBAN/861527,1 in Bulk for 2.94  50 in Bulk for 111.5  100 in Bulk for 212.35  500 in Bulk for 947.76  1000 in Bulk for 1805.08  5000 in Bulk for 8970.0 ,PEC36DBAN,https://drawings-pdf.s3.amazonaws.com/C10436.pdf,Male Pin,"0.100"" (2.54mm)",72,2,"Through Hole, Right Angle","0.230"" (5.84mm)","0.100"" (2.54mm)","0.240"" (6.10mm)",3A,-
23840,Molex,2.98,Active,https://www.digikey.com/en/products/detail/molex/0702800448/851693,1 in Bulk for 2.98  10 in Bulk for 25.33  250 in Bulk for 504.44  500 in Bulk for 960.74  1000 in Bulk for 1863.8 ,0702800448,https://www.molex.com/pdm_docs/sd/702800448_sd.pdf,Male Pin,"0.100"" (2.54mm)",100,2,Through Hole,"0.240"" (6.10mm)","0.107"" (2.71mm)","0.090"" (2.29mm)",-,-
1701,Samtec Inc.,2.98,Active,https://www.digikey.com/en/products/detail/samtec-inc/FTR-110-51-L-D-06/6613372,1 in Tube for 2.98  10 in Tube for 25.34  100 in Tube for 215.31  500 in Tube for 960.99  1000 in Tube for 1830.29  5000 in Tube for 8948.75 ,FTR-110-51-L-D-06,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6209/ftr-1xx-xx-xx-d-xx-x-xx-mkt.pdf,Male Pin,"0.050"" (1.27mm)",20,2,Surface Mount,"0.190"" (4.83mm)",-,"0.100"" (2.54mm)",3.1A per Contact,-
1893,Samtec Inc.,2.99,Active,https://www.digikey.com/en/products/detail/samtec-inc/TSM-112-01-L-DV/6679040,1 in Tube for 2.99  50 in Tube for 137.79  100 in Tube for 243.76  500 in Tube for 1083.24  1000 in Tube for 1564.92  2000 in Tube for 2665.08 ,TSM-112-01-L-DV,https://suddendocs.samtec.com/catalog_english/tsm.pdf,Male Pin,"0.100"" (2.54mm)",24,2,Surface Mount,"0.230"" (5.84mm)",-,"0.100"" (2.54mm)",-,-
9890,TE Connectivity AMP Connectors,3.06,Active,https://www.digikey.com/en/products/detail/te-connectivity-amp-connectors/5-146130-5/2135650,1 in Tube for 3.06  35 in Tube for 83.17015  105 in Tube for 230.8803  525 in Tube for 1030.4385  1015 in Tube for 1901.6837  5005 in Tube for 8379.7714 ,5-146130-5,https://www.te.com/usa-en/product-5-146130-5.datasheet.pdf,Male Pin,"0.100"" (2.54mm)",12,2,Surface Mount,"0.230"" (5.84mm)",-,"0.090"" (2.29mm)",3A,30VAC
