quantity_available,manufacturer,unit_price,product_status,product_url,standard_pricing,manufacturer_product_number,datasheet_url,Contact Type,Pitch - Mating,Number of Positions,Number of Rows,Mounting Type,Contact Length - Mating,Contact Length - Post,Insulation Height,Current Rating (Amps),Voltage Rating
43578,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/67997-100HLF/1489322,45000 in Tape & Reel (TR) for 2133.0  90000 in Tape & Reel (TR) for 4062.6  135000 in Tape & Reel (TR) for 5921.1  225000 in Tape & Reel (TR) for 9519.75  1 in Cut Tape (CT) for 0.1  10 in Cut Tape (CT) for 0.86  100 in Cut Tape (CT) for 7.3  500 in Cut Tape (CT) for 32.57  1000 in Cut Tape (CT) for 62.02  5000 in Cut Tape (CT) for 276.75  10000 in Cut Tape (CT) for 527.1 ,67997-100HLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_bergstik.pdf,Male Pin,"0.100"" (2.54mm)",Cuttable,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,-
42634,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-01-UA/9830231,1 in Bag for 0.1  10 in Bag for 0.18  100 in Bag for 1.49  500 in Bag for 6.63  1000 in Bag for 12.63  5000 in Bag for 56.35  10000 in Bag for 107.3 ,PH1-01-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",1,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
36412,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/861400021YO10LF/7590034,1 in Bulk for 0.1  10 in Bulk for 0.74  100 in Bulk for 6.27  500 in Bulk for 27.99  1000 in Bulk for 53.31  8000 in Bulk for 368.16  16000 in Bulk for 701.12 ,861400021YO10LF,https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/c-8614-0089.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.276"" (7.00mm)","0.118"" (3.00mm)","0.102"" (2.60mm)",3A,100V
36205,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-04-UA/9829296,1 in Bag for 0.1  10 in Bag for 0.5  100 in Bag for 4.24  500 in Bag for 18.92  1000 in Bag for 36.02  5000 in Bag for 160.75  10000 in Bag for 306.1 ,PH1-04-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",4,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
34377,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-03-UA/9830289,1 in Bag for 0.1  10 in Bag for 0.37  100 in Bag for 3.11  500 in Bag for 13.86  1000 in Bag for 26.4  5000 in Bag for 117.8  10000 in Bag for 224.3 ,PH1-03-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",3,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
30744,Harwin Inc.,0.1,Active,https://www.digikey.com/en/products/detail/harwin-inc/M20-9730246/3920643,1 in Bulk for 0.1  10 in Bulk for 0.84  100 in Bulk for 7.13  500 in Bulk for 31.79  1000 in Bulk for 60.54  5000 in Bulk for 270.15  10000 in Bulk for 514.5 ,M20-9730246,https://cdn.harwin.com/pdfs/M20-973.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.276"" (7.00mm)","0.122"" (3.10mm)","0.100"" (2.54mm)",3A per Contact,-
24769,Molex,0.1,Active,https://www.digikey.com/en/products/detail/molex/0423751855/3309866,1 in Bulk for 0.1  10 in Bulk for 0.8  100 in Bulk for 6.75  500 in Bulk for 30.13  1000 in Bulk for 57.38  5000 in Bulk for 256.05  10000 in Bulk for 487.6 ,0423751855,https://www.molex.com/pdm_docs/sd/423751855_sd.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.488"" (12.40mm)","0.122"" (3.10mm)","0.090"" (2.29mm)",-,-
21587,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1RB-03-UA/9830403,1 in Bag for 0.1  10 in Bag for 0.7  100 in Bag for 5.92  500 in Bag for 26.42  1000 in Bag for 50.31  5000 in Bag for 224.5  10000 in Bag for 427.6 ,PH1RB-03-UA,https://app.adam-tech.com/products/download/data_sheet/201281/ph1rb-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",3,1,"Through Hole, Right Angle","0.235"" (5.97mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
21516,METZ CONNECT USA Inc.,0.1,Active,https://www.digikey.com/en/products/detail/metz-connect-usa-inc/PR20203VBDN/12342894,1 in Bag for 0.1  10 in Bag for 0.69  100 in Bag for 5.9  500 in Bag for 26.31  1000 in Bag for 50.1  5000 in Bag for 223.6  10000 in Bag for 425.8 ,PR20203VBDN,https://media.metz-connect.com/files/171/Data_sheet_PR202XXVBDN.PDF,Male Pin,"0.100"" (2.54mm)",6,2,Through Hole,"0.240"" (6.10mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",-,-
19275,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129379-902001BLF/7915977,1 in Bulk for 0.1  10 in Bulk for 0.49  100 in Bulk for 4.13  500 in Bulk for 18.41  1000 in Bulk for 35.05  5000 in Bulk for 156.4  10000 in Bulk for 297.9 ,10129379-902001BLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_econostik_254headers.pdf,Male Pin,"0.100"" (2.54mm)",2,1,"Through Hole, Right Angle","0.230"" (5.84mm)","0.120"" (3.05mm)","0.095"" (2.41mm)",3A,110VDC
18322,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-06-UA/9830394,1 in Bag for 0.1  10 in Bag for 0.71  100 in Bag for 6.03  500 in Bag for 26.91  1000 in Bag for 51.25  5000 in Bag for 228.7  10000 in Bag for 435.5 ,PH1-06-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",6,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
17966,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH2-04-UA/9830324,1 in Bag for 0.1  10 in Bag for 0.52  100 in Bag for 4.4  500 in Bag for 19.63  1000 in Bag for 37.38  5000 in Bag for 166.8  10000 in Bag for 317.6 ,PH2-04-UA,https://app.adam-tech.com/products/download/data_sheet/202065/ph2-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",4,2,Through Hole,"0.235"" (5.97mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
17909,Amphenol ICC (Commercial Products),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-commercial-products/G800W305018EU/13683151,1 in Bag for 0.1  10 in Bag for 0.49  100 in Bag for 4.17  500 in Bag for 18.61  1000 in Bag for 35.44  5000 in Bag for 158.15  10000 in Bag for 301.2 ,G800W305018EU,https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/g800wxxxxxxeu_1.pdf,Male Pin,"0.100"" (2.54mm)",3,1,Through Hole,"0.240"" (6.10mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A per Contact,250VDC
17143,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1RA-02-UA/9830317,1 in Bulk for 0.1  10 in Bulk for 0.54  100 in Bulk for 4.58  500 in Bulk for 20.44  1000 in Bulk for 38.92  5000 in Bulk for 173.65  10000 in Bulk for 330.7 ,PH1RA-02-UA,https://app.adam-tech.com/products/download/data_sheet/201459/ph1ra-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",2,1,"Through Hole, Right Angle","0.236"" (6.00mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A,250VAC
16877,METZ CONNECT USA Inc.,0.1,Active,https://www.digikey.com/en/products/detail/metz-connect-usa-inc/PR20206VBNN/12342874,1 in Bag for 0.1  10 in Bag for 0.66  100 in Bag for 5.57  500 in Bag for 24.84  1000 in Bag for 47.3  5000 in Bag for 211.05  10000 in Bag for 402.0 ,PR20206VBNN,https://media.metz-connect.com/files/171/Data_sheet_PR202XXVBNN.PDF,Male Pin,"0.100"" (2.54mm)",6,1,Through Hole,"0.240"" (6.10mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",-,-
16097,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-05-UA/9830343,1 in Bag for 0.1  10 in Bag for 0.71  100 in Bag for 6.03  500 in Bag for 26.91  1000 in Bag for 51.25  5000 in Bag for 228.7  10000 in Bag for 435.5 ,PH1-05-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",5,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
13188,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1RA-03-UA/9830375,1 in Bag for 0.1  10 in Bag for 0.79  100 in Bag for 6.69  500 in Bag for 29.85  1000 in Bag for 56.84  5000 in Bag for 253.65  10000 in Bag for 483.1 ,PH1RA-03-UA,https://app.adam-tech.com/products/download/data_sheet/201459/ph1ra-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",3,1,"Through Hole, Right Angle","0.236"" (6.00mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A,250VAC
11205,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-07-UA/9830505,1 in Bag for 0.1  10 in Bag for 0.85  100 in Bag for 7.19  500 in Bag for 32.08  1000 in Bag for 61.1  5000 in Bag for 272.65  10000 in Bag for 519.2 ,PH1-07-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",7,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
quantity_available,manufacturer,unit_price,product_status,product_url,standard_pricing,manufacturer_product_number,datasheet_url,Contact Type,Pitch - Mating,Number of Positions,Number of Rows,Mounting Type,Contact Length - Mating,Contact Length - Post,Insulation Height,Current Rating (Amps),Voltage Rating
11055,METZ CONNECT USA Inc.,0.1,Active,https://www.digikey.com/en/products/detail/metz-connect-usa-inc/PR20204VBNN/12342903,1 in Bag for 0.1  10 in Bag for 0.49  100 in Bag for 4.19  500 in Bag for 18.71  1000 in Bag for 35.63  5000 in Bag for 159.0  10000 in Bag for 302.8 ,PR20204VBNN,https://media.metz-connect.com/files/171/Data_sheet_PR202XXVBNN.PDF,Male Pin,"0.100"" (2.54mm)",4,1,Through Hole,"0.240"" (6.10mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",-,-
9879,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH2RA-04-UA/9830448,1 in Bulk for 0.1  10 in Bulk for 0.87  100 in Bulk for 7.36  500 in Bulk for 32.86  1000 in Bulk for 62.57  5000 in Bulk for 279.2  10000 in Bulk for 531.7 ,PH2RA-04-UA,https://app.adam-tech.com/products/download/data_sheet/200508/ph2ra-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",4,2,"Through Hole, Right Angle","0.235"" (5.97mm)","0.120"" (3.05mm)","0.197"" (5.00mm)",3A,250VAC
8352,Amphenol ICC (Commercial Products),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-commercial-products/G800W304018EU/13682993,1 in Bag for 0.1  10 in Bag for 0.65  100 in Bag for 5.5  500 in Bag for 24.54  1000 in Bag for 46.73  5000 in Bag for 208.55  10000 in Bag for 397.1 ,G800W304018EU,https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/g800wxxxxxxeu_1.pdf,Male Pin,"0.100"" (2.54mm)",4,1,Through Hole,"0.240"" (6.10mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A per Contact,250VDC
5580,Samtec Inc.,0.1,Active,https://www.digikey.com/en/products/detail/samtec-inc/HTSW-102-07-F-S/2664205,1 in Bag for 0.1  10 in Bag for 0.71  100 in Bag for 6.06  500 in Bag for 27.02  1000 in Bag for 51.46  5000 in Bag for 229.65  10000 in Bag for 437.3 ,HTSW-102-07-F-S,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6209/htsw-xxx-xx-xxx-x-xx-xx-xx-mkt.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.230"" (5.84mm)","0.100"" (2.54mm)","0.100"" (2.54mm)",Varies by Wire Gauge,-
4500,GCT,0.1,Active,https://www.digikey.com/en/products/detail/gct/BG030-02-A-0450-0300-N-G/13901348,1 in Box for 0.1  10 in Box for 0.61  100 in Box for 5.14  500 in Box for 22.95  1000 in Box for 43.7  5000 in Box for 195.0  10000 in Box for 371.4 ,BG030-02-A-0450-0300-N-G,https://gct.co/files/specs/2.54mm-header-spec.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.177"" (4.50mm)","0.118"" (3.00mm)","0.100"" (2.54mm)",3A per Contact,-
4332,Adam Tech,0.1,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1RB-02-UA/9830333,1 in Bulk for 0.1  10 in Bulk for 0.49  100 in Bulk for 4.15  500 in Bulk for 18.51  1000 in Bulk for 35.25  5000 in Bulk for 157.3  10000 in Bulk for 299.5 ,PH1RB-02-UA,https://app.adam-tech.com/products/download/data_sheet/201281/ph1rb-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",2,1,"Through Hole, Right Angle","0.235"" (5.97mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
4263,Harwin Inc.,0.1,Active,https://www.digikey.com/en/products/detail/harwin-inc/M20-9750246/3920788,1 in Bulk for 0.1  10 in Bulk for 0.86  100 in Bulk for 7.34  500 in Bulk for 32.76  1000 in Bulk for 62.38  5000 in Bulk for 278.4  10000 in Bulk for 530.2 ,M20-9750246,https://cdn.harwin.com/pdfs/M20-975.pdf,Male Pin,"0.100"" (2.54mm)",2,1,"Through Hole, Right Angle","0.228"" (5.80mm)","0.118"" (3.00mm)","0.100"" (2.54mm)",3A per Contact,-
3823,Amphenol ICC (Commercial Products),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-commercial-products/G800W303018EU/13683004,1 in Bag for 0.1  10 in Bag for 0.76  100 in Bag for 6.43  500 in Bag for 28.68  1000 in Bag for 54.61  5000 in Bag for 243.7  10000 in Bag for 464.1 ,G800W303018EU,https://cdn.amphenol-cs.com/media/wysiwyg/files/drawing/g800wxxxxxxeu_1.pdf,Male Pin,"0.100"" (2.54mm)",5,1,Through Hole,"0.240"" (6.10mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A per Contact,250VDC
3567,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129378-902002BLF/7915925,1 in Bulk for 0.1  10 in Bulk for 0.48  100 in Bulk for 4.1  500 in Bulk for 18.31  1000 in Bulk for 34.86  5000 in Bulk for 155.55  10000 in Bulk for 296.2 ,10129378-902002BLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_econostik_254headers.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.230"" (5.84mm)","0.090"" (2.29mm)","0.100"" (2.54mm)",3A,110VDC
3030,GCT,0.1,Active,https://www.digikey.com/en/products/detail/gct/BG030-03-A-0450-0300-N-G/13901366,1 in Box for 0.1  10 in Box for 0.86  100 in Box for 7.34  500 in Box for 32.76  1000 in Box for 62.38  5000 in Box for 278.4  10000 in Box for 530.2 ,BG030-03-A-0450-0300-N-G,https://gct.co/files/specs/2.54mm-header-spec.pdf,Male Pin,"0.100"" (2.54mm)",3,1,Through Hole,"0.177"" (4.50mm)","0.118"" (3.00mm)","0.100"" (2.54mm)",3A per Contact,-
2967,Samtec Inc.,0.1,Active,https://www.digikey.com/en/products/detail/samtec-inc/HTSW-102-07-T-S/2664207,1 in Bag for 0.1  10 in Bag for 0.49  100 in Bag for 4.18  500 in Bag for 18.65  1000 in Bag for 35.52  5000 in Bag for 158.5  10000 in Bag for 301.9 ,HTSW-102-07-T-S,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6209/htsw-xxx-xx-xxx-x-xx-xx-xx-mkt.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.230"" (5.84mm)","0.100"" (2.54mm)","0.100"" (2.54mm)",Varies by Wire Gauge,-
2914,Amphenol ICC (FCI),0.1,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/861400021YO1LF/5201726,1 in Bulk for 0.1  10 in Bulk for 0.63  100 in Bulk for 5.37  500 in Bulk for 23.94  1000 in Bulk for 45.6  8000 in Bulk for 314.88  16000 in Bulk for 599.68 ,861400021YO1LF,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6241/c-8614-0089.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.276"" (7.00mm)","0.118"" (3.00mm)","0.102"" (2.60mm)",3A,100V
83973,Samtec Inc.,0.11,Active,https://www.digikey.com/en/products/detail/samtec-inc/HTSW-102-07-G-S/2345289,1 in Bag for 0.11  10 in Bag for 0.93  100 in Bag for 7.88  500 in Bag for 35.15  1000 in Bag for 66.94  5000 in Bag for 298.75  10000 in Bag for 568.9 ,HTSW-102-07-G-S,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6209/htsw-xxx-xx-xxx-x-xx-xx-xx-mkt.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.230"" (5.84mm)","0.100"" (2.54mm)","0.100"" (2.54mm)",Varies by Wire Gauge,-
46936,Amphenol ICC (FCI),0.11,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/68001-402HLF/1530472,1 in Bag for 0.11  10 in Bag for 0.93  100 in Bag for 7.92  500 in Bag for 35.36  1000 in Bag for 67.33  5000 in Bag for 300.45  10000 in Bag for 572.2 ,68001-402HLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_bergstik.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A per Contact,-
35976,Molex,0.11,Active,https://www.digikey.com/en/products/detail/molex/0022284022/313822,1 in Bulk for 0.11  10 in Bulk for 0.91  100 in Bulk for 7.74  500 in Bulk for 34.51  1000 in Bulk for 65.72  5000 in Bulk for 293.3  10000 in Bulk for 558.6 ,0022284022,https://www.molex.com/en-us/products/part-detail/22284022?display=pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.295"" (7.49mm)","0.120"" (3.05mm)","0.090"" (2.29mm)",-,-
20882,Samtec Inc.,0.11,Active,https://www.digikey.com/en/products/detail/samtec-inc/HTSW-102-07-L-S/2345283,1 in Bag for 0.11  10 in Bag for 0.93  100 in Bag for 7.88  500 in Bag for 35.15  1000 in Bag for 66.94  5000 in Bag for 298.75  10000 in Bag for 568.9 ,HTSW-102-07-L-S,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/6209/htsw-xxx-xx-xxx-x-xx-xx-xx-mkt.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.230"" (5.84mm)","0.100"" (2.54mm)","0.100"" (2.54mm)",Varies by Wire Gauge,-
14333,Adam Tech,0.11,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1-08-UA/9830442,1 in Bag for 0.11  10 in Bag for 0.97  100 in Bag for 8.23  500 in Bag for 36.7  1000 in Bag for 69.89  5000 in Bag for 311.85  10000 in Bag for 593.9 ,PH1-08-UA,https://app.adam-tech.com/products/download/data_sheet/201605/ph1-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",8,1,Through Hole,"0.236"" (6.00mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
13028,Amphenol ICC (FCI),0.11,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/861400021YO2LF/5201729,1 in Bulk for 0.11  10 in Bulk for 0.94  100 in Bulk for 8.01  500 in Bulk for 35.74  1000 in Bulk for 68.06  8000 in Bulk for 470.08  16000 in Bulk for 895.36 ,861400021YO2LF,https://www.waldom.com/upload/parts/datasheets/mf-fci/fci-861400021yo2lf.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.276"" (7.00mm)","0.118"" (3.00mm)","0.102"" (2.60mm)",3A,1000V
10376,Harwin Inc.,0.11,Active,https://www.digikey.com/en/products/detail/harwin-inc/M20-9960246/3921050,1 in Bulk for 0.11  10 in Bulk for 0.94  100 in Bulk for 7.99  500 in Bulk for 35.65  1000 in Bulk for 67.88  5000 in Bulk for 302.9  10000 in Bulk for 576.9 ,M20-9960246,https://cdn.harwin.com/pdfs/M20-996.pdf,Male Pin,"0.100"" (2.54mm)",2,1,"Through Hole, Right Angle","0.240"" (6.10mm)","0.118"" (3.00mm)","0.100"" (2.54mm)",3A per Contact,-
8100,Adam Tech,0.11,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1RA-04-UA/9830430,1 in Bulk for 0.11  10 in Bulk for 0.89  100 in Bulk for 7.58  500 in Bulk for 33.82  1000 in Bulk for 64.41  5000 in Bulk for 287.4  10000 in Bulk for 547.4 ,PH1RA-04-UA,https://app.adam-tech.com/products/download/data_sheet/201459/ph1ra-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",4,1,"Through Hole, Right Angle","0.236"" (6.00mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A,250VAC
5123,Amphenol ICC (FCI),0.11,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129382-904001BLF/7916123,1 in Bulk for 0.11  10 in Bulk for 0.97  100 in Bulk for 8.2  500 in Bulk for 36.6  1000 in Bulk for 69.7  6000 in Bulk for 368.52  12000 in Bulk for 701.76 ,10129382-904001BLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_econostik_254headers.pdf,Male Pin,"0.100"" (2.54mm)",4,2,"Through Hole, Right Angle","0.230"" (5.84mm)","0.120"" (3.05mm)",-,3A,110VDC
1499,Adam Tech,0.11,Active,https://www.digikey.com/en/products/detail/adam-tech/HPH1-B-03-UA/9831285,1 in Bag for 0.11  10 in Bag for 0.96  100 in Bag for 8.18  500 in Bag for 36.51  1000 in Bag for 69.52  5000 in Bag for 310.25  10000 in Bag for 590.8 ,HPH1-B-03-UA,https://app.adam-tech.com/products/download/data_sheet/199953/hph1-b-xx-ua-data-sheet.pdf,Male Pin,"0.050"" (1.27mm)",3,1,Through Hole,"0.118"" (3.00mm)","0.105"" (2.67mm)","0.100"" (2.54mm)",1A,250VAC
50236,Molex,0.12,Active,https://www.digikey.com/en/products/detail/molex/0022284025/313927,1 in Bulk for 0.12  10 in Bulk for 1.05  100 in Bulk for 8.95  500 in Bulk for 39.94  1000 in Bulk for 76.06  5000 in Bulk for 339.45  10000 in Bulk for 646.5 ,0022284025,https://www.molex.com/pdm_docs/sd/022284025_sd.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.295"" (7.49mm)","0.120"" (3.05mm)","0.090"" (2.29mm)",-,-
40408,Adam Tech,0.12,Active,https://www.digikey.com/en/products/detail/adam-tech/PH2-06-UA/9830396,1 in Bulk for 0.12  10 in Bulk for 0.99  100 in Bulk for 8.4  500 in Bulk for 37.46  1000 in Bulk for 71.34  5000 in Bulk for 318.35  10000 in Bulk for 606.3 ,PH2-06-UA,https://app.adam-tech.com/products/download/data_sheet/202065/ph2-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",6,2,Through Hole,"0.235"" (5.97mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
17644,Omron Electronics Inc-EMC Div,0.12,Active,https://www.digikey.com/en/products/detail/omron-electronics-inc-emc-div/XG8S-0231/1829451,1 in Bulk for 0.12  10 in Bulk for 1.11  100 in Bulk for 10.78  500 in Bulk for 50.72  1500 in Bulk for 142.59  6000 in Bulk for 558.6 ,XG8S-0231,https://omronfs.omron.com/en_US/ecb/products/pdf/en-xj8.pdf,Male Pin,"0.100"" (2.54mm)",2,1,Through Hole,"0.169"" (4.30mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",2A,300V
3577,Adam Tech,0.12,Active,https://www.digikey.com/en/products/detail/adam-tech/PH1RB-04-UA/9830473,1 in Bag for 0.12  10 in Bag for 1.0  100 in Bag for 8.48  500 in Bag for 37.84  1000 in Bag for 72.07  5000 in Bag for 321.6  10000 in Bag for 612.5 ,PH1RB-04-UA,https://app.adam-tech.com/products/download/data_sheet/201281/ph1rb-xx-ua-data-sheet.pdf,Male Pin,"0.100"" (2.54mm)",4,1,"Through Hole, Right Angle","0.235"" (5.97mm)","0.120"" (3.05mm)","0.098"" (2.50mm)",3A,250VAC
16767,Molex,0.13,Active,https://www.digikey.com/en/products/detail/molex/0022289020/3158803,1 in Bulk for 0.13  10 in Bulk for 1.09  100 in Bulk for 9.27  500 in Bulk for 41.36  3750 in Bulk for 268.9875  7500 in Bulk for 512.325  11250 in Bulk for 746.775 ,0022289020,https://www.molex.com/en-us/products/part-detail/22053141?display=pdf,Male Pin,"0.100"" (2.54mm)",2,1,"Through Hole, Right Angle","0.244"" (6.20mm)","0.135"" (3.43mm)","0.098"" (2.50mm)",-,-
13896,METZ CONNECT USA Inc.,0.13,Active,https://www.digikey.com/en/products/detail/metz-connect-usa-inc/PR20205VBDN/7794767,1 in Bulk for 0.13  10 in Bulk for 1.12  100 in Bulk for 9.52  500 in Bulk for 42.5  1000 in Bulk for 80.93  5000 in Bulk for 361.15  10000 in Bulk for 687.8 ,PR20205VBDN,https://www.metz-connect.com/html/overlay:service:download.en.html?filepath=db%3Aproducts%2Fdocid%3A8a8a80ea8ab0bf64018afc6c7175122c.de.1&fileurl=PR202XXVBDN%2F905471.PDF,Male Pin,"0.100"" (2.54mm)",10,2,Through Hole,"0.240"" (6.10mm)","0.118"" (3.00mm)","0.098"" (2.50mm)",3A,-
13245,Amphenol ICC (FCI),0.13,Active,https://www.digikey.com/en/products/detail/amphenol-cs-fci/10129381-906001BLF/7916070,1 in Bulk for 0.13  10 in Bulk for 1.13  100 in Bulk for 9.59  500 in Bulk for 42.77  1600 in Bulk for 126.064  6400 in Bulk for 457.216  11200 in Bulk for 769.104 ,10129381-906001BLF,https://cdn.amphenol-cs.com/media/wysiwyg/files/documentation/datasheet/boardwiretoboard/bwb_econostik_254headers.pdf,Male Pin,"0.100"" (2.54mm)",6,2,Through Hole,"0.230"" (5.84mm)","0.120"" (3.05mm)","0.100"" (2.54mm)",3A,110VDC
